stock_name,date,value,count,Individual_buy_count,NonIndividual_buy_count,Individual_sell_count,NonIndividual_sell_count,Individual_buy_volume,NonIndividual_buy_volume,Individual_sell_volume,NonIndividual_sell_volume,Individual_buy_value,NonIndividual_buy_value,Individual_sell_value,NonIndividual_sell_value,adj_max_price,adj_min_price,adj_first_price,adj_last_price,adj_volume,adj_close_price,change
وصنعت,2009-06-14,91026088,32,6,0,6,0,144946,0,144946,0,91026088,0,91026088,0,43,43,43,43,144946,44,-0.618238021638331
وصنعت,2009-06-16,6240000,1,1,0,1,0,10000,0,10000,0,6240000,0,6240000,0,43,43,43,43,10000,44,0
وصنعت,2009-06-17,205427040,66,6,0,9,0,329210,0,329210,0,205427040,0,205427040,0,43,43,43,43,329210,44,-1.24416796267496
وصنعت,2009-06-20,12320000,2,1,0,1,0,20000,0,20000,0,12320000,0,12320000,0,42,42,42,42,20000,44,-0.15748031496063
وصنعت,2009-06-21,615000,1,1,0,1,0,1000,0,1000,0,615000,0,615000,0,42,42,42,42,1000,44,0
وصنعت,2009-06-22,3287231965,1083,152,0,65,3,5335831,0,2184969,3150862,3287231965,0,1349247417,1937984548,44,42,42,44,5335831,42,-2.8391167192429
وصنعت,2009-06-23,293232412,123,26,0,17,0,471224,0,471224,0,293232412,0,293232412,0,44,42,44,43,471224,43,0.649350649350649
وصنعت,2009-06-24,377434960,214,23,0,20,0,612891,0,612891,0,377434960,0,377434960,0,43,42,43,42,612891,43,-0.483870967741936
وصنعت,2009-06-27,441110913,152,17,1,20,0,616287,120000,736287,0,369230913,71880000,441110913,0,41,41,41,41,736287,41,-2.91734197730956
وصنعت,2009-06-28,784934050,369,27,2,43,0,1088433,260000,1348433,0,633614050,151320000,784934050,0,40,40,40,40,1348433,40,-2.83806343906511
وصنعت,2009-06-29,295257145,144,23,1,15,0,473789,42163,515952,0,271435050,23822095,295257145,0,40,39,39,39,515952,40,-1.20274914089347
وصنعت,2009-06-30,307046420,106,12,0,12,0,518960,0,518960,0,307046420,0,307046420,0,41,39,39,41,518960,40,2.08695652173913
وصنعت,2009-07-01,538043200,164,20,1,19,1,840800,50000,760800,130000,507843200,30200000,459523200,78520000,42,42,42,42,890800,42,2.89608177172061
وصنعت,2009-07-04,123630342,41,16,1,12,0,168148,39020,207168,0,100525522,23104820,123630342,0,43,40,43,41,207168,42,-0.33112582781457
وصنعت,2009-07-05,511278094,162,17,2,17,0,555476,320000,875476,0,324398094,186880000,511278094,0,41,40,40,40,875476,40,-2.99003322259136
وصنعت,2009-07-07,246578513,89,14,0,10,1,433763,0,433580,183,246578513,0,246474752,103761,41,39,40,39,433763,40,-1.54109589041096
وصنعت,2009-07-11,166157646,70,18,2,9,0,277537,20000,297537,0,154997646,11160000,166157646,0,39,38,39,38,297537,39,-1.21739130434783
وصنعت,2009-07-12,9752700,5,3,0,1,0,17700,0,17700,0,9752700,0,9752700,0,38,38,38,38,17700,39,0
وصنعت,2009-07-13,55100,1,1,0,1,0,100,0,100,0,55100,0,55100,0,38,38,38,38,100,39,0
وصنعت,2009-07-14,602935651,203,22,0,35,0,1088326,0,1088326,0,602935651,0,602935651,0,40,38,38,38,1088326,38,-2.46478873239437
وصنعت,2009-07-15,154506244,43,8,0,14,0,276664,0,276664,0,154506244,0,154506244,0,39,37,39,38,276664,38,0.36101083032491
وصنعت,2009-07-18,38141728,16,5,0,5,0,69581,0,69581,0,38141728,0,38141728,0,38,38,38,38,69581,38,-0.179856115107914
وصنعت,2009-07-19,350124931,112,27,0,11,0,645802,0,645802,0,350124931,0,350124931,0,38,37,38,37,645802,38,-1.98198198198198
وصنعت,2009-07-21,145717408,60,13,0,14,0,275961,0,275961,0,145717408,0,145717408,0,36,36,36,36,275961,37,-1.10294117647059
وصنعت,2009-07-22,3721338,3,3,0,1,0,7129,0,7129,0,3721338,0,3721338,0,36,36,36,36,7129,37,0
وصنعت,2009-07-25,605968255,185,21,0,22,1,1159207,0,1070734,88473,605968255,0,559785349,46182906,36,36,36,36,1159207,36,-2.78810408921933
وصنعت,2009-07-26,400709047,154,31,0,18,0,786976,0,786976,0,400709047,0,400709047,0,36,35,36,35,786976,35,-2.67686424474187
وصنعت,2009-07-27,95496120,39,11,0,2,0,193280,0,193280,0,95496120,0,95496120,0,34,34,34,34,193280,35,-0.785854616895874
وصنعت,2009-07-28,467779028,179,21,1,21,0,899932,50000,949932,0,442969028,24810000,467779028,0,35,34,34,34,949932,34,-2.57425742574257
وصنعت,2009-07-29,170725378,73,15,0,13,0,337460,0,337460,0,170725378,0,170725378,0,35,34,34,35,337460,34,1.21951219512195
وصنعت,2009-08-01,112129326,42,12,1,13,0,212022,9573,221595,0,107400264,4729062,112129326,0,35,34,35,34,221595,34,0.401606425702811
وصنعت,2009-08-02,368361309,141,25,1,13,0,546377,200000,746377,0,269540021,98821288,368361309,0,35,33,34,34,746377,34,-1.2
وصنعت,2009-08-03,191680992,81,5,0,12,1,379590,0,378590,1000,191680992,0,191172992,508000,35,34,34,35,379590,34,1.21457489878543
وصنعت,2009-08-04,541457095,193,20,1,4,0,958970,92403,1051373,0,493869550,47587545,541457095,0,36,36,36,36,1051373,36,3
وصنعت,2009-08-05,121287320,41,9,0,8,0,228844,0,228844,0,121287320,0,121287320,0,37,37,37,37,228844,36,0.970873786407767
وصنعت,2009-08-08,78245355,18,1,0,3,0,146253,0,146253,0,78245355,0,78245355,0,37,37,37,37,146253,36,0.576923076923077
وصنعت,2009-08-10,51445712,20,7,0,7,0,95624,0,95624,0,51445712,0,51445712,0,37,37,37,37,95624,36,0.382409177820268
وصنعت,2009-08-11,19209420,8,5,0,6,0,35573,0,35573,0,19209420,0,19209420,0,37,37,37,37,35573,36,0.190476190476191
وصنعت,2009-08-12,203613465,50,4,0,2,1,376365,0,61993,314372,203613465,0,33538213,170075252,37,37,37,37,376365,37,1.52091254752852
وصنعت,2009-08-16,7374400,4,1,0,2,0,13408,0,13408,0,7374400,0,7374400,0,38,38,38,38,13408,37,0
وصنعت,2009-08-17,91353900,32,6,0,3,0,166098,0,166098,0,91353900,0,91353900,0,38,38,38,38,166098,37,0.749063670411985
وصنعت,2009-08-18,29683320,11,5,0,2,0,53580,0,53580,0,29683320,0,29683320,0,38,38,38,38,53580,37,0.185873605947955
وصنعت,2009-08-19,5423460,1,1,0,1,0,9772,0,9772,0,5423460,0,5423460,0,38,38,38,38,9772,37,0
وصنعت,2009-08-22,17009640,7,4,0,3,0,30648,0,30648,0,17009640,0,17009640,0,38,38,38,38,30648,37,0.185528756957328
وصنعت,2009-08-23,152344,1,1,0,1,0,274,0,274,0,152344,0,152344,0,38,38,38,38,274,37,0
وصنعت,2009-08-25,6257224,4,1,0,2,0,11254,0,11254,0,6257224,0,6257224,0,38,38,38,38,11254,37,0
وصنعت,2009-08-26,3358240,3,1,0,3,0,6040,0,6040,0,3358240,0,3358240,0,38,38,38,38,6040,37,0
وصنعت,2009-08-29,87114636,36,8,0,5,0,156681,0,156681,0,87114636,0,87114636,0,38,38,38,38,156681,38,2.96296296296296
وصنعت,2009-08-30,2083361801,732,91,3,53,3,2845005,800000,2834005,811000,1625915711,457446090,1619469801,463892000,39,38,39,39,3645005,39,2.87769784172662
وصنعت,2009-08-31,445652935,119,23,0,14,1,756915,0,754512,2403,445652935,0,444237568,1415367,41,41,41,41,756915,41,2.97202797202797
وصنعت,2009-09-01,15033648,6,2,0,3,0,24808,0,24808,0,15033648,0,15033648,0,42,42,42,42,24808,41,0.169779286926995
وصنعت,2009-09-02,11064396,3,1,0,2,0,18228,0,18228,0,11064396,0,11064396,0,42,42,42,42,18228,41,0
وصنعت,2009-09-14,4017937170,1078,126,3,113,0,5490657,765000,6255657,0,3525657068,492280102,4017937170,0,48,41,48,43,6255657,44,8.8135593220339
وصنعت,2009-09-15,200733812,66,11,1,6,0,271844,50000,321844,0,169583812,31150000,200733812,0,44,43,43,43,321844,44,-1.24610591900312
وصنعت,2009-09-16,68290830,23,3,0,3,0,111042,0,111042,0,68290830,0,68290830,0,42,42,42,42,111042,44,-0.473186119873817
وصنعت,2009-09-19,28477528,10,4,0,1,0,46456,0,46456,0,28477528,0,28477528,0,42,42,42,42,46456,43,-0.158478605388273
وصنعت,2009-09-21,7420500,3,2,0,1,0,12125,0,12125,0,7420500,0,7420500,0,42,42,42,42,12125,43,0
وصنعت,2009-09-22,1680372639,549,70,1,72,0,2649316,83362,2732678,0,1629305095,51067544,1680372639,0,44,42,42,43,2732678,42,-2.38095238095238
وصنعت,2009-09-23,570725710,187,19,0,32,0,902324,0,902324,0,570725710,0,570725710,0,44,42,43,44,902324,44,2.92682926829268
وصنعت,2009-09-26,479506087,147,32,1,32,0,692939,80000,772939,0,430076087,49430000,479506087,0,44,42,44,43,772939,43,-2.05371248025276
وصنعت,2009-09-27,779655964,247,37,0,25,0,1291342,0,1291342,0,779655964,0,779655964,0,43,42,42,42,1291342,42,-2.58064516129032
وصنعت,2010-03-27,187901650,13,3,0,7,0,178333,0,178333,0,187901650,0,187901650,0,79,77,77,79,178333,76,0.58252427184466
وصنعت,2010-03-28,197344480,7,3,0,5,1,184090,0,84090,100000,197344480,0,90144480,107200000,79,79,79,79,184090,77,0.868725868725869
وصنعت,2010-03-29,1076790403,63,25,0,37,2,1000264,0,800264,200000,1076790403,0,860790403,216000000,80,78,80,78,1000264,79,3.0622009569378
وصنعت,2010-03-30,887959610,67,35,3,14,1,560891,290000,814526,36365,585569610,302390000,849945512,38014098,79,77,79,77,850891,77,-3.06406685236769
وصنعت,2010-03-31,690731699,58,30,0,24,0,667774,0,667774,0,690731699,0,690731699,0,77,75,77,77,667774,76,-0.862068965517241
وصنعت,2010-04-03,5153156744,215,68,4,36,3,2765448,2050000,3515448,1300000,2958275137,2194881607,3760856744,1392300000,79,76,76,79,4815448,79,3.38164251207729
وصنعت,2010-04-04,3568818587,254,74,5,40,3,2098673,1300000,2997887,400786,2224518587,1344300000,3153516649,415301938,81,76,80,76,3398673,77,-1.86915887850467
وصنعت,2010-04-05,1862186894,68,22,3,24,1,567723,1236650,1126973,677400,586017744,1276169150,1163787494,698399400,77,76,76,76,1804373,76,-1.71428571428571
وصنعت,2010-04-06,1081840357,75,29,0,34,0,1044415,0,1044415,0,1081840357,0,1081840357,0,79,76,76,77,1044415,76,0.387596899224806
وصنعت,2010-04-07,1332594302,108,58,2,44,0,1190872,110000,1300872,0,1221494302,111100000,1332594302,0,77,74,77,75,1300872,75,-1.15830115830116
وصنعت,2010-04-10,2014865992,118,53,2,34,1,1914315,65200,1968515,11000,1948348792,66517200,2003703992,11162000,78,74,78,75,1979515,75,-0.5859375
وصنعت,2010-04-11,2607544260,185,57,1,44,1,2233615,384800,2568415,50000,2221950660,385593600,2558004260,49540000,75,72,75,73,2618415,73,-2.16110019646365
وصنعت,2010-04-12,2105925805,142,30,1,59,1,2134499,10000,1994499,150000,2096165805,9760000,1957850384,148075421,74,71,73,73,2144499,72,-1.40562248995984
وصنعت,2010-04-13,1653713775,115,34,2,42,0,971863,680973,1652836,0,971430785,682282990,1653713775,0,74,73,73,74,1652836,74,1.93482688391039
وصنعت,2010-04-14,1788888438,112,47,2,24,3,1061622,759508,690781,1130349,1035843438,753045000,676086004,1112802434,75,71,74,71,1821130,72,-1.8981018981019
وصنعت,2010-04-17,1274507879,82,22,2,18,1,1173640,169519,467555,875604,1113503867,161004012,444230933,830276946,74,70,74,70,1343159,70,-3.36048879837067
وصنعت,2010-04-18,454472546,13,6,0,7,1,462803,0,49303,413500,454472546,0,48415546,406057000,72,72,72,72,462803,71,2.10748155953635
وصنعت,2010-04-19,202524240,8,3,0,6,1,202120,0,102120,100000,202524240,0,102324240,100200000,74,74,74,74,202120,72,0.928792569659443
وصنعت,2010-04-20,305648288,16,4,0,13,0,302024,0,302024,0,305648288,0,305648288,0,75,75,75,75,302024,73,1.43149284253579
وصنعت,2010-04-21,2746792604,188,61,2,63,2,2282047,400000,2178968,503079,2337178553,409614051,2231924520,514868084,76,74,76,76,2682047,75,3.2258064516129
وصنعت,2010-04-24,568426688,62,27,0,28,1,556025,0,537125,18900,568426688,0,549375242,19051446,77,73,77,74,556025,75,-0.09765625
وصنعت,2010-04-25,1601213069,99,28,4,40,0,506745,1100000,1606745,0,503422510,1097790559,1601213069,0,76,73,75,73,1606745,73,-2.54154447702835
وصنعت,2010-04-26,632112187,48,18,0,19,0,645613,0,645613,0,632112187,0,632112187,0,75,71,74,72,645613,72,-1.50451354062187
وصنعت,2010-04-27,1267812264,78,25,0,35,0,1278413,0,1278413,0,1267812264,0,1267812264,0,75,71,72,73,1278413,73,1.0183299389002
وصنعت,2010-04-28,852754465,58,36,1,17,0,722991,146184,869175,0,710809801,141944664,852754465,0,74,72,74,72,869175,72,-1.10887096774194
وصنعت,2010-05-01,333723090,37,15,0,21,1,339401,0,335401,4000,333723090,0,329779090,3944000,73,72,73,73,339401,72,0.101936799184506
وصنعت,2010-05-02,504368200,60,37,0,21,0,525770,0,525770,0,504368200,0,504368200,0,72,70,72,71,525770,71,-1.62932790224033
وصنعت,2010-05-03,423510753,82,29,1,34,0,423412,15239,438651,0,408911791,14598962,423510753,0,73,70,73,71,438651,71,0
وصنعت,2010-05-04,1174094589,78,23,4,37,1,832518,346927,779445,400000,829638576,344456013,774494589,399600000,74,72,72,74,1179445,73,3.00207039337474
وصنعت,2010-05-05,497586704,45,70,0,13,0,513875,0,513875,0,497586704,0,497586704,0,74,71,74,71,513875,72,-1.80904522613065
وصنعت,2010-05-08,661274912,60,28,0,26,1,699955,0,599955,100000,661274912,0,566865210,94409702,73,70,70,70,699955,70,-3.07062436028659
وصنعت,2010-05-09,623620509,58,23,1,30,1,613926,38577,632503,20000,587082089,36538420,604360509,19260000,71,69,69,70,652503,70,0.844772967265048
وصنعت,2010-05-10,1116110055,107,59,2,29,1,1028313,157000,1118988,66325,968871055,147239000,1053580555,62529500,71,69,71,69,1185313,69,-1.36125654450262
وصنعت,2010-05-11,506419423,42,18,0,18,0,539942,0,539942,0,506419423,0,506419423,0,71,69,71,70,539942,69,-0.318471337579618
وصنعت,2010-05-12,1665120838,111,45,1,42,1,1670329,50000,957601,762728,1616570838,48550000,924511950,740608888,72,68,68,72,1720329,71,3.08839190628328
وصنعت,2010-05-15,550223674,21,14,0,9,0,549674,0,549674,0,550223674,0,550223674,0,74,74,74,74,549674,73,2.47933884297521
وصنعت,2010-05-16,688660434,26,15,0,14,1,671209,0,571209,100000,688660434,0,586060434,102600000,76,76,76,76,671209,75,3.0241935483871
وصنعت,2010-05-18,752893701,22,18,1,8,1,662293,50000,512293,200000,700043701,52850000,541493701,211400000,78,78,78,78,712293,78,3.22896281800391
وصنعت,2010-05-19,9665659676,352,173,5,88,6,4778653,4170000,5667594,3281059,5119135676,4546524000,6100626527,3565033149,80,75,80,77,8948653,80,2.3696682464455
وصنعت,2010-05-22,58294313,6,3,0,4,0,55891,0,55891,0,58294313,0,58294313,0,77,77,77,77,55891,79,-0.277777777777778
وصنعت,2010-05-23,24326640,3,3,0,1,0,23391,0,23391,0,24326640,0,24326640,0,77,77,77,77,23391,79,-0.092850510677809
وصنعت,2010-05-24,10390000,1,1,0,1,0,10000,0,10000,0,10390000,0,10390000,0,77,77,77,77,10000,79,0
وصنعت,2010-05-25,11429000,2,1,1,1,0,10000,1000,11000,0,10390000,1039000,11429000,0,77,77,77,77,11000,79,-0.092936802973978
وصنعت,2010-05-26,1532088,2,2,0,1,0,1476,0,1476,0,1532088,0,1532088,0,77,77,77,77,1476,79,0
وصنعت,2010-05-30,1048380,2,2,0,1,0,1010,0,1010,0,1048380,0,1048380,0,77,77,77,77,1010,79,0
وصنعت,2010-06-01,127200672,6,5,0,2,0,122544,0,122544,0,127200672,0,127200672,0,77,77,77,77,122544,79,-0.558139534883721
وصنعت,2010-06-02,9438339591,379,89,2,145,4,3892146,5244015,8240347,895814,4026516111,5411823480,8512132763,926206828,77,76,76,76,9136161,76,-3.36763330215154
وصنعت,2010-06-06,996839849,80,42,0,28,1,974435,0,973435,1000,996839849,0,995817849,1022000,77,74,77,75,974435,75,-0.968054211035818
وصنعت,2010-06-07,738853433,62,31,0,28,2,740311,0,683061,57250,738853433,0,681482828,57370605,75,73,75,73,740311,74,-2.44379276637341
وصنعت,2010-06-08,661312821,64,39,0,16,0,670369,0,670369,0,661312821,0,661312821,0,74,72,73,72,670369,73,-1.00200400801603
وصنعت,2010-06-09,1138036871,88,47,1,23,1,1082606,100000,1132606,50000,1041436871,96600000,1089392321,48644550,74,70,72,71,1182606,71,-2.63157894736842
وصنعت,2010-06-12,347169713,25,17,0,6,0,361600,0,361600,0,347169713,0,347169713,0,72,70,72,71,361600,71,-0.103950103950104
وصنعت,2010-06-13,876266604,67,37,0,27,1,884194,0,784194,100000,876266604,0,777066604,99200000,73,71,71,72,884194,73,3.12174817898023
وصنعت,2010-06-14,625634274,54,44,2,20,0,488338,143000,631338,0,484744274,140890000,625634274,0,75,72,73,72,631338,73,0
وصنعت,2010-06-15,1497880675,74,32,0,36,1,1461347,0,461347,1000000,1497880675,0,472880675,1025000000,76,76,76,76,1461347,76,3.43087790110999
وصنعت,2010-06-16,7841581795,396,148,4,114,6,6212715,1198280,4884587,2526408,6574587795,1266994000,5165161109,2676420686,78,77,78,78,7410995,78,3.21951219512195
وصنعت,2010-06-19,2051024712,129,50,3,46,1,1508454,470000,1776324,202130,1562158809,488865903,1839335644,211689068,79,75,79,75,1978454,76,-1.98487712665406
وصنعت,2010-06-20,2194612905,174,62,3,37,1,1999645,191471,2091116,100000,2002950434,191662471,2094497136,100115769,74,74,74,74,2191116,74,-3.37512054001929
وصنعت,2010-06-21,790856152,64,25,0,18,2,794190,0,478542,315648,790856152,0,476290154,314565998,74,72,74,74,794190,73,-0.598802395209581
وصنعت,2010-06-22,883721256,57,22,0,27,3,858746,0,691524,167222,883721256,0,711706482,172014774,76,73,73,75,858746,76,3.31325301204819
وصنعت,2010-06-23,337528864,37,22,1,15,0,233375,100000,333375,0,236828864,100700000,337528864,0,77,74,76,74,333375,75,-0.680272108843537
وصنعت,2010-06-27,367563974,29,14,0,13,0,362933,0,362933,0,367563974,0,367563974,0,76,74,75,74,362933,75,-0.391389432485323
وصنعت,2010-06-28,648688594,81,35,0,17,0,647898,0,647898,0,648688594,0,648688594,0,75,73,75,73,647898,74,-1.37524557956778
وصنعت,2010-06-29,526690731,58,29,1,25,2,488276,46281,463451,71106,481705599,44985132,456826585,69864146,74,72,73,73,534557,73,-1.29482071713147
وصنعت,2010-06-30,910243148,69,37,1,24,2,904919,19540,760565,163894,890898548,19344600,748049344,162193804,74,72,72,73,924459,73,-0.605449041372351
وصنعت,2010-07-03,1001656891,100,44,1,18,0,968799,50000,1018799,0,952506891,49150000,1001656891,0,74,72,73,72,1018799,72,-0.203045685279188
وصنعت,2010-07-04,588936369,62,25,1,18,0,498634,100000,598634,0,489129743,99806626,588936369,0,74,72,73,72,598634,73,0.101729399796541
وصنعت,2010-07-05,760141566,75,40,1,37,0,657103,100000,757103,0,658266488,101875078,760141566,0,75,72,73,74,757103,74,2.03252032520325
وصنعت,2010-07-06,621840700,49,28,0,18,1,621273,0,571273,50000,621840700,0,571475700,50365000,76,73,76,73,621273,74,-0.298804780876494
وصنعت,2010-07-07,501661089,44,17,0,26,0,502446,0,502446,0,501661089,0,501661089,0,74,73,73,73,502446,74,-0.1998001998002
وصنعت,2010-07-11,634199946,52,26,1,24,1,524305,100000,595791,28514,532060760,102139186,605315264,28884682,76,74,74,75,624305,75,1.4014014014014
وصنعت,2010-07-12,575258507,54,23,0,20,0,574471,0,574471,0,575258507,0,575258507,0,75,73,75,73,574471,74,-0.888450148075025
وصنعت,2010-07-13,496529025,46,16,0,26,2,496166,0,416166,80000,496529025,0,416049025,80480000,74,73,73,73,496166,74,-0.199203187250996
وصنعت,2010-07-14,723311221,80,30,0,30,0,725880,0,725880,0,723311221,0,723311221,0,74,73,74,74,725880,73,-0.499001996007984
وصنعت,2010-07-17,5420476991,243,78,2,87,3,5065501,180000,3695501,1550000,5234546991,185930000,3814676991,1605800000,76,73,74,76,5245501,76,3.61083249749248
وصنعت,2010-07-18,7064323270,530,152,4,108,1,6197676,404129,5601805,1000000,6630743536,433579734,5993364148,1070959122,79,77,77,79,6601805,79,3.58180058083253
وصنعت,2010-07-19,8144946256,351,131,1,116,6,6088962,1250000,3145390,4193572,6754946256,1390000000,3485670796,4659275460,82,80,82,81,7338962,82,3.73831775700935
وصنعت,2010-07-20,4134327812,292,103,3,90,2,3700001,120000,2870001,950000,4004637812,129690000,3107631169,1026696643,82,79,82,79,3820001,80,-2.52252252252252
وصنعت,2010-07-21,5458165377,394,53,4,133,5,1460762,3540000,4629938,370824,1587361163,3870804214,5052269015,405896362,82,79,82,81,5000762,80,0.831792975970425
وصنعت,2010-07-24,484371726,71,32,1,25,1,399603,50000,427218,22385,429871726,54500000,460315836,24055890,81,78,80,78,449603,80,-0.73327222731439
وصنعت,2010-07-25,2395549282,333,60,2,72,4,2079071,110000,1749101,439970,2274559282,120990000,1911619686,483929596,81,79,79,80,2189071,81,1.01569713758079
وصنعت,2010-07-26,1843986891,148,54,0,55,2,1674678,0,1254678,420000,1843986891,0,1382252967,461733924,82,80,81,81,1674678,81,0.639853747714808
وصنعت,2010-07-28,1346976095,132,58,0,51,2,1227214,0,1069879,157335,1346976095,0,1174424245,172551850,82,80,82,80,1227214,81,-0.272479564032698
وصنعت,2010-07-31,939997395,109,30,0,34,2,858197,0,734180,124017,939997395,0,804718865,135278530,81,80,81,80,858197,81,-0.273224043715847
وصنعت,2010-08-01,983510192,87,45,1,33,1,908121,10000,818121,100000,972960192,10550000,876825981,106684211,81,78,81,79,918121,79,-2.19178082191781
وصنعت,2010-08-02,1380576630,121,47,0,42,1,1268237,0,1045137,223100,1380576630,0,1135612830,244963800,81,78,78,81,1268237,80,1.68067226890756
وصنعت,2010-08-03,7699527113,363,144,3,64,8,6538476,280000,1773476,5045000,7382567113,316960000,1992209193,5707317920,83,81,81,83,6818476,83,3.67309458218549
وصنعت,2010-08-04,3286690883,275,107,2,70,2,2650053,250000,2268299,631754,3003130950,283559933,2571458896,715231987,85,82,85,83,2900053,84,0.354295837023915
وصنعت,2010-08-07,3962954705,313,133,0,77,2,3399620,0,2502191,897429,3962954705,0,2917077978,1045876727,87,84,84,86,3399620,86,2.9126213592233
وصنعت,2010-08-08,5617756589,339,143,7,52,4,4236200,552000,1858321,2929879,4970020829,647735760,2199787709,3417968880,89,85,88,86,4788200,86,0.600343053173242
وصنعت,2010-08-09,2199204057,202,83,0,42,4,1861936,0,1455615,406321,2199204057,0,1719081045,480123012,88,86,87,87,1861936,87,0.682011935208866
وصنعت,2010-08-10,7691147587,264,99,3,59,6,4645871,1640000,1663900,4621971,5677227587,2013920000,2028295199,5662852388,91,88,88,91,6285871,90,3.64098221845893
وصنعت,2010-08-11,5121752871,272,145,0,83,5,4097113,0,2855466,1241647,5121752871,0,3553643534,1568109337,94,89,94,90,4097113,92,2.12418300653595
وصنعت,2010-08-14,895751606,78,43,1,29,0,730493,10000,740493,0,883751606,12000000,895751606,0,92,88,92,88,740493,89,-3.2
وصنعت,2010-08-15,2469871174,191,82,3,61,3,1911592,210000,1976592,145000,2225541174,244330000,2301363964,168507210,87,86,86,86,2121592,86,-3.80165289256198
وصنعت,2010-08-16,2478913703,170,65,0,63,4,2088707,0,1008707,1080000,2478913703,0,1192873703,1286040000,88,84,84,87,2088707,88,1.97594501718213
وصنعت,2010-08-17,3738893753,238,117,1,47,2,3019847,100000,2319847,800000,3617893753,121000000,2776978742,961915011,90,87,89,87,3119847,88,0.92670598146588
وصنعت,2010-08-18,16322664100,543,280,3,87,5,12752667,357973,2646405,10464235,15876987715,445676385,3294691525,13027972575,92,92,92,92,13110640,92,3.92320534223706
وصنعت,2010-08-21,6476174603,451,147,0,172,3,5065817,0,4747844,317973,6476174603,0,6068746377,407428226,95,92,93,93,5065817,94,2.65060240963855
وصنعت,2010-08-22,2795502090,203,92,1,74,1,2182683,50000,2032683,200000,2732735642,62766448,2545423980,250078110,94,90,94,94,2232683,92,-2.03442879499218
وصنعت,2010-08-24,21073252027,576,188,8,138,9,12687359,3837617,6289072,10235904,16155373785,4917878242,7987433811,13085818216,95,89,91,95,16524976,94,1.8370607028754
وصنعت,2010-08-25,1324976328,42,28,1,19,1,989228,10000,149228,850000,1311716328,13260000,197876328,1127100000,98,98,98,98,999228,98,4
وصنعت,2010-08-28,1019387138,18,20,0,10,1,739222,0,39222,700000,1019387138,0,54087138,965300000,102,102,102,102,739222,102,3.92156862745098
وصنعت,2010-08-29,43115132077,1134,369,37,382,14,17593291,12549055,24052346,6090000,25151490239,17963641838,34390845139,8724286938,106,102,106,105,30142346,105,3.77358490566038
وصنعت,2010-08-30,5656287635,317,118,3,124,2,3531543,550000,3580543,501000,4900237635,756050000,4962028547,694259088,108,101,103,101,4081543,102,-3.07692307692308
وصنعت,2010-08-31,6791894838,393,133,1,152,3,4817040,100000,4418040,499000,6653894838,138000000,6102737838,689157000,104,100,101,101,4917040,102,-0.360750360750361
وصنعت,2010-09-04,5793195790,341,149,2,104,4,3834333,300000,3659333,475000,5368880696,424315094,5126725458,666470332,105,101,104,102,4134333,103,1.44822592324403
وصنعت,2010-09-05,5872292478,325,140,1,110,2,4135316,82293,4067609,150000,5755446418,116846060,5662545978,209746500,105,100,104,102,4217609,103,-0.642398286937901
وصنعت,2010-09-06,3554000798,233,123,1,67,4,2602188,10000,2332188,280000,3540500798,13500000,3171600217,382400581,103,99,103,99,2612188,100,-2.22701149425287
وصنعت,2010-09-07,5667549383,287,122,2,77,2,4075074,160000,2635074,1600000,5449636438,217912945,3522446287,2145103096,102,96,100,98,4235074,99,-1.68993387215283
وصنعت,2010-09-08,3450229255,208,96,2,67,3,2235069,350000,1935069,650000,2975840107,474389148,2587178383,863050872,101,96,97,99,2585069,98,-0.224215246636771
وصنعت,2010-09-12,1079522911,101,56,0,34,3,808073,0,530091,277982,1079522911,0,707048675,372474236,100,96,100,97,808073,98,0.074906367041199
وصنعت,2010-09-13,8182786509,411,140,6,143,7,4107700,1960000,4659767,1407933,5491850021,2690936488,6257851063,1924935446,102,95,97,96,6067700,99,0.973053892215569
وصنعت,2010-09-14,1948343045,142,54,0,69,2,1498013,0,1470334,27679,1948343045,0,1912471061,35871984,97,96,96,96,1498013,96,-3.55819125277984
وصنعت,2010-09-15,2352261833,180,75,1,70,1,1802733,14027,1624439,192321,2334026733,18235100,2105392195,246869638,97,94,97,95,1816760,95,-0.461183704842429
وصنعت,2010-09-18,3333630911,216,77,1,70,2,2295761,200000,2041912,453849,3064430911,269200000,2723682213,609948698,99,96,96,97,2495761,98,3.16602316602317
وصنعت,2010-09-19,2595906843,165,62,0,52,2,1973388,0,1565262,408126,2595906843,0,2050573004,545333839,100,95,100,96,1973388,97,-1.57185628742515
وصنعت,2010-09-20,5579206130,296,76,4,85,1,2491180,1850000,4036806,304374,3205218216,2373987914,5189499609,389706521,97,93,97,97,4341180,95,-2.28136882129278
وصنعت,2010-09-21,3231381280,170,59,1,63,2,2028002,400000,1652464,775538,2700423104,530958176,2195338050,1036043230,98,95,96,98,2428002,98,3.57976653696498
وصنعت,2010-09-22,3216163682,193,60,4,84,3,1786482,579620,2135940,230162,2430482756,785680926,2905591593,310572089,101,99,101,100,2366102,100,2.10368144252442
وصنعت,2010-09-25,3626904525,214,68,3,97,4,2391380,230000,2130760,490620,3306498738,320405787,2948312414,678592111,103,101,101,103,2621380,102,1.83958793230316
وصنعت,2010-09-26,3034163216,176,68,3,66,3,1828161,410000,1809161,429000,2480169752,553993464,2451226931,582936285,102,98,102,98,2238161,100,-2.02312138728324
